dcho_id,dcho_keyword,cho_author
8573,Cavalli|Clizia|corteo|Muse|nozze|Peleo|Tempio|Teti,Clizia
8577,Maschere|Muse|strumenti musicali,
8581,Maschere|Muse|nicchie|pergamena|strumenti musicali,
8586,cordoni decorativi|Muse|ritratti,
8589,Apollo|crateri|fiori|medaglioni|Muse|uccelli,
8592,Clio|Eneide|Melpomene|Virgilio,
8598,Afrodite-Venere|Apollo|Ares-Marte|Cupido|Efesto-Vulcano|Ermes-Mercurio|Mantegna|Muse|Paesaggio|Pegaso,Mantegna
8601,Apollo|Danza|Muse|Peruzzi,Peruzzi
8604,Apollo|Batoni|compasso|Euterpe|strumenti musicali|Urania,"Batoni, Pompeo"
8610,Calliope|colonnato|fiori|Globo|Paesaggio|putti|stilo|tavoletta|Urania|Vouet,"Vouet, Simon"
8613,figure danzanti|Lira|Nattier|Tersicore,"Nattier, Jean-Marc"
8616,Canova|Lira|podio|Tersicore,"Canova, Antonio"
8619,Euterpe|flauti|Thorvaldsen,"Thorvaldsen, Bertel"
8623,testa di Melpomene|Thorvaldsen,"Thorvaldsen, Bertel"
8627,Euterpe|flauti|Thorvaldsen,"Thorvaldsen, Bertel"
8630,Clio|corona d'alloro|Gentileschi|libro|tromba,"Gentileschi, Artemisia"
8633,figure maschili|Muse|Paesaggio|Pegaso|pieridi|Romanino,Romanino
8637,Apollo|cervi|cigni|fonte di Ippocrene|imbarcazione|lago|Lira|Lorrain|Muse|Paesaggio|Pegaso|poeti|tempio dell'immortalità,"Lorrain, Claude"
8640,Apollo|Muse|Parnaso|Primaticcio,Primaticcio
8643,Apollo|Muse|Parnaso|Pegaso,
8647,grotta|Polimnia|Santi|strumento musicale,"Santi, Giovanni"
8650,Clio|grotta|Paesaggio|Santi,"Santi, Giovanni"
8654,Melpomene|paesaggio roccioso|Santi,"Santi, Giovanni"
8658,paesaggio roccioso|Santi|Talia,"Santi, Giovanni"
8661,Calliope|paesaggio roccioso|Santi,"Santi, Giovanni"
8664,Erato|paesaggio roccioso|Santi|tamburello,"Santi, Giovanni"
8667,paesaggio roccioso|Santi|Tersicore|violini,"Santi, Giovanni"
8673,libri|Maschera|Melpomene|Sirani|stilo|tenda,"Sirani, Elisabetta"
8676,cigni|Erato|Lippi|nastro|Paesaggio|putti|strumenti musicali|testa di cervo,"Lippi, Filippino"
8679,Apollo|Carro|Duprè|simboli di muse,"Duprè, Giovanni"
8683,Apollo|coghetti|Muse|Parnaso,"Coghetti, Francesco"
8688,Apollo|Muse|Thorvaldsen,"Thorvaldsen, Bertel"
8690,Apollo|cavalletto|Muse|Samuel|strumenti musicali|Tempio|tenda,"Samuel, Richard"
8692,compasso|Globo|Maestro dei Tarocchi|Urania,Maestro dei Tarocchi
8698,Erato|Maestro dei Tarocchi|tamburello,Maestro dei Tarocchi
8702,Calliope|Maestro dei Tarocchi|tromba,Maestro dei Tarocchi
8706,cigno|Clio|Maestro dei Tarocchi,Maestro dei Tarocchi
8709,Euterpe|flauto|Maestro dei Tarocchi,Maestro dei Tarocchi
8712,Maestro dei Tarocchi|Talia|violino,Maestro dei Tarocchi
8715,chitarra|Maestro dei Tarocchi|Tersicore,Maestro dei Tarocchi
8718,corno musicale|Maestro dei Tarocchi|Melpomene,Maestro dei Tarocchi
8721,Cetra|Maestro dei Tarocchi|Polimnia,Maestro dei Tarocchi
8724,Cavalli|lenepveu|Muse|Ore|putti,"Lenepveu, Jules-Eugène"
8727,corona d'edera|fiamma|Maschera|Melpomene|putti|Simmons,"Simmons, Edward Emerson"
8730,Apollo|Lira|Millet|Muse|stilo|tamburello|tavoletta,"Millet, Aimé"
8734,Arti|bambini|bosco|lago|Muse|portico|Puvis de Chavannes,"Puvis de Chavannes, Pierre"
8737,Euterpe|Vouet,"Vouet, Simon"
8740,Apollo|Maella|Muse|Parnaso|Pegaso,"Maella, Mariano Salvador"
8743,Apollo|Bigari|fonte Castalia|Lira|Muse|Omero|Virgilio,"Bigari, Vittorio Maria"
8746,Apollo|Balducci|Muse|Parnaso|Pegaso|putti,"Balducci, Giovanni"
8749,Apollo|Carnicero|Muse|Parnaso|Pegaso,"Carnicero, Isidro"
8752,Apollo|Aurora|bambini|Carro|Del Cossa|Muse|Paesaggio|Sole|umanisti,"Del Cossa, Francesco"
8756,Apollo|Appiani|Lira|Muse|Parnaso,"Appiani, Andrea"
8759,Apollo|Muse|Vasari,Vasari
8762,Arti|Gentileschi|Muse,"Gentileschi, Orazio"
8766,Apollo|Fama|libri|Lotto|Muse|Paesaggio|strumenti musicali|vesti,Lotto
8769,Apollo|Fotografia|Muse|Paesaggio|putto,
8772,Apollo|Lira|Muse|Parnaso|Pegaso|putti|Vouet,"Vouet, Simon"
8777,Fagnani|Melpomene|pugnale,"Fagnani, Joseph"
8780,compasso|Davent|Globo|Urania,"Davent, Léon"
8784,Davent|Euterpe|flauto|tromba,"Davent, Léon"
8787,Davent|Polimnia,"Davent, Léon"
8790,Clio|Davent|libro,"Davent, Léon"
8794,attore|Davent|Maschera|Melpomene,"Davent, Léon"
8799,Melpomene|Schadow|Talia|Vite,"Schadow, Johann Gottfried"
8802,Fantuzzi|Maschera|Melpomene|strumento musicale,"Fantuzzi, Antonio"
8806,Melpomene|pugnale,
8811,Maschera|Melpomene|Steichen,"Steichen, Edward J."
8814,Clio|Corot|Paesaggio|pergamena|pilastro,"Corot, Camille"
8817,Appiani|Calliope|Clio|Euterpe|Polimnia|Tersicore,"Appiani, Andrea"
8820,Apollo|cigni|lago|Lorrain|Muse|Paesaggio|Pegaso,"Lorrain, Claude"
8823,Baciccio|bilancia|Euterpe|flauto|Giustizia|Paesaggio|putto|scudo|stemma|trombe|Vesuvio,Baciccio
8828,Cambridge|Prometeo|Sargent|studio,"Sargent, John Singer"
8831,Anfitrite|Cambridge|Flötner|mare|piatto|Poseidone,"Flötner, Peter"
8834,Antefissa|Sileni|Terracotta,
8837,Goltzius|Oceano,"Goltzius, Hendrick"
8841,Bronzo|Sileni,
8844,Afrodite|Marmo|Venere,
8847,Allston|Artemide|Caccia|Diana,"Allston, Washington"
8850,Dürer|figli|Nemesi. Zeus|religione,"Dürer, Albrecht"
8853,Beard|Tanato|Tanatos,"Beard, William Holbrook"
8856,Amore|Cupido|Delfino|disegno|Eros|Rubens,"Rubens, Pieter Paul"
8859,carta|sanguigna|Satiri|Sileni,
8862,apoteosi|Eracle|Ercole|Rubens,"Rubens, Pieter Paul"
8865,caduta|Icaro|Rubens|Teseo,"Rubens, Pieter Paul"
8869,Titani|Van Haarlem,"Cornelisz van Haarlem, Cornelis"
8872,Adone|Afrodite|Bloemaert|Venere,"Bloemaert, Abraham"
8875,Apollo|Artemide|Bloemaert|Diana|Niobe,"Bloemaert, Abraham"
8878,Artemide|Diana|Hammershøi,"Hammershøi, Vilhelm"
8881,cornucopia|Eracle|Ercole|Jordaens,"Jordaens, Jacob"
8885,Afrodite|Era|Giunone|Marmo|Persefone|Proserpina|Venere,
8888,Amazzone|Amazzoni|Policleto,Anonimo
8891,Bacco|Dioniso|Satiri|Satiro,
8894,Afrodite|Venere,
8897,Bronzo|Eriksen . Sirene,"Eriksen,Edvard"
8901,Eracle|Ercole|Spinelli,"Spinelli, Parri"
8904,Alessandro Magno|Cesare|Ettore|Troia,
8907,Bellini|Ganimede|Giove|Mantegna|Zeus,"Bellini, Giovanni o Mantegna, Andrea"
8910,Apollo|Dafne|Romano,"Romano, Giulio"
8913,Giove|Sacrificio|Zeus,"Romano, Giulio"
8916,grottesca|Satiri|Satiro,
8919,Afrodite|Amore|Campi|Cupido|Eros|Venere,"Campi, Giulio"
8922,Apollo,Anonimo
8925,Centauro|Picasso,"Picasso, Pablo"
8929,Centauro|Marmo|torso,
8933,Luna|Schardt|Selene,"Schardt , Johann Gregor van der"
8936,Afrodite|Bacco|Cerere|Demetra|Dioniso|Pfründt|Venere,"Pfründt , Georg"
8939,cigno|Covert|Leda,"Covert, John"
8947,Era|Giove|Giunone|Goltzius|Zeus,"Goltzius, Hendrick"
8950,Beham|Giove|Zeus,"Beham,Sebald"
8953,Giove|Robert|Zeus,"Robert, Hubert"
8956,Afrodite|Venere,
8961,cigno|Leda|Sellaers,"Sellaers, Vincent"
8964,Cranach|giudizio|Guerra di troia|Paride,"Cranach, Lucas il Vecchio"
8967,Adone|Afrodite|Venere|Veronese,Veronese
8970,Amore|Cupido|Eros,Giambologna
8976,Draper|Icaro|Teseo,"Draper, Herbert James"
8979,Argo|Odisseo|Ulisse,"Flaxman, John"
8982,Bagno|Eros|Frederic|Psiche,"Frederic, Lord Leighton"
8985,Afrodite|Bagno|Shannon|Venere,"Shannon, Charles"
8988,Frederic|Helios|Rode,"Frederic,Lord Leighton"
8994,Psiche|Watts,"Watts, George Frederic"
8997,Amore|Cupido|Eros|Morte|Tanato|Thànatos|Watts,"Watts, George Frederic"
9003,Amore|Burne-Jones|Cupido|Eros,"Burne-Jones, Edward"
9006,Ade|Burne-Jones|Orfeo|Persefone|Plutone|Proserpina|strumenti musicali,"Burne-Jones, Edward"
9009,Euridice|Orfeo,"Burne-Jones, Edward Coley, Sir"
9012,Burne-Jones|Perseo,"Burne-Jones, Edward"
9016,Burne-Jones|Medusa|studio,"Burne-Jones, Edward"
9019,Andromeda|Perseo,"Burne-Jones, Edward Coley, Sir"
9022,Afrodite|Venere,"Burne-Jones, Edward"
9027,Eros|Venere,"Burne-Jones, Edward Coley, Sir"
9030,Burne-Jones|Medusa,"Burne-Jones, Edward"
9033,Gorgoni|Medusa|Perseo,"Burne-Jones, Edward Coley, Sir"
9036,Amore|Cupido|Eros,"Merritt, Anna Lea"
9039,Asclepio,"Poynter, Edward John, Sir"
9042,Afrodite|Venere,"Crane, Walter"
9045,Cupido|Eros,"Woods, Henry"
9048,Cupido|Eros|Psiche,"Legros, Alphonse"
9051,Apollo|Dafne,"Lemon, Arthur"
9054,Afrodite|Venere,
9057,Cerere|Demetra,
9060,Caco|Eracle|Ercole|Mondella,"Mondella, Galeazzo"
9063,Eracle|Ercole|Nemeo,Autore sconosciuto
9066,Anteo|Eracle|Ercole,"Mondella, Galeazzo"
9069,Marte|Nike,"Mondella, Galeazzo detto Moderno"
9075,Venere,Autore sconosciuto
9078,Satiro,"Romano, Giulio"
9086,Dossi|Euterpe|lutroforo|Paesaggio|violino,"Dossi, Battista"
9089,cestino|Euterpe|fiori|flauti|putti|Tischbein|vaso scolpito,"Tischbein, Johann Heinrich Wilhelm"
9092,corona d'alloro|Euterpe|flauto|Le Brun,"Le Brun, Charles"
9097,Apollo|Gentileschi|illusionismo prospettico|Muse|strumenti musicali,"Gentileschi, Orazio"
9100,Cippo|Delafontaine|Euterpe|flauti,"Delafontaine, Pierre Maximilien"
9103,Euterpe|flauti|monocromo|putto|Sauvage|tavolino|volume,"Sauvage, Piat Joseph"
9107,basamento|Clio|corona d'alloro|monocromo|putto|Sauvage|tromba|volumi,"Sauvage, Piat Joseph"
9111,carta|corona d'alloro|Euterpe|Guercino|stilo|strumento a corda,Guercino
9114,Cerrini|corona d'alloro|Euterpe|flauto|ritratto,"Cerrini, Giovanni Domenico"
9117,Euterpe|flauti|Globo|Paesaggio|Pietro da Cortona|putto|Satiro|Urania,Pietro da Cortona
9120,Clio|corone d'alloro|Maschera|Paesaggio|pergamena|Pietro da Cortona|rtromba|Talia,Pietro da Cortona
9124,Calliope|corona d'alloro|Melpomene|Paesaggio|Pegaso|Pietro da Cortona|strumento musicale|volumi,Pietro da Cortona
9126,Apollo|Calliope|Clio|Erato|Ercole|Euterpe|Melpomene|Polimnia|Talia|Urania,"Pietro, da Cortona"
9128,elementi geometrici|Erato|Lira|Mosaico,
9132,Bramantino|compasso|Erato|strumento musicale a corda|tavole con disegni geometrici,Bramantino
9136,Clio,"Tischbein, Johann Heinrich Wilhelm"
9139,Erato|putto,"Boucher, François"
9142,Apollo|Muse|Ore|Palagi|Parnaso|Tempo,"Palagi, Pelagio"
9145,Clio|donna|pittore,"Vermeer, Johannes"
9148,Atget|basamento|Euterpe|giardino|strumento musicale a corda,"Atget, Eugène"
9151,Apollo|Muse,"Dorigny, Michel"
9156,elementi decorativi|Miniatura|Muse|Parnaso|Pegaso|poeti|putti|stemma,
9158,Musa,"Carrà, Carlo"
9162,Apollo|Cecco Bravo|Fama|illusionismo prospettico|Italia|Lorenzo il Magnifico|Muse|Pegaso|putti|Virtù,Cecco Bravo
9166,Clio|Italo Calvino|Mosaico|stilo|Street Art|tavoletta|Zenobi,"Zenobi, Federico"
9172,fiber art|Melpomene|Totaro,"Totaro, Mimmo"
9175,baule|custodia|filo elettrico|lampadine rosse|Melpomene|verdi e blu|violino|Vitone,"Vitone, Luca"
9178,corona di edera|De Carolis|illusionismo pittorico|Talia|tamburello,"De Carolis, Adolfo"
9182,De Carolis|illusionismo pittorico|Maschera|Melpomene,"De Carolis, Adolfo"
9188,Clio|fiori|grifi|Lanci|stilo|tavoletta,"Lanci, Luigi"
9191,Calliope|farfalle|Nocera,"Nocera, Antonio"
9194,Clio|farfalle|Nocera,"Nocera, Antonio"
9199,Musa,"Brâncuşi, Constantin"
9203,Carito|colonne|Muse|portico,"Carito, Raffaello"
9206,Fotografia|Melpomene|Merz,"Merz, Mario"
9225,Flora,"Jerichau-Baumann, Elisabeth"
9230,Sirena,"Jerichau-Baumann, Elisabeth"
9232,Sirena,"Jerichau-Baumann, Elisabeth"
9235,Copenhagen|gruppo scultoreo|Marqueste|Medusa|Perseo,"Marqueste, Laurent-Honoré"
9239,Bauci|Filemone|Giove|Mercurio,"Rubens, Pieter Paul"
9242,Medusa,"Rubens, Pieter Paul"
9245,Amorini|Satiri|Venere,"Rubens, Pieter Paul"
9248,Diana,"Rubens, Pieter Paul"
9251,Atena|Attica|Poseidone,Autore sconosciuto
9254,Amore|Eros|Marte|Venere,"Tiziano, Vecellio"
9257,Afrodite|Eros,Autore sconosciuto
9260,Furie,"Furienmeister, active 17th century ‎"
9263,Giove|Zeus,
9266,Arianna|Bacco|Dioniso,"Lombardo, Tullio"
9269,Afrodite|Amore|Ares|Cupido|Eros|Gerhard|Marte|Venere,"Gerhard, Hubert"
9272,Lenckhardt|Ninfa|Satiri,"Lenckhardt , Adam"
9275,Apollo|Dafne,"Auer, Jakob"
9278,Ermes,
9282,Amore|Cupido|Eros|Ferri|Psiche,"Ferri, Roberto"
9285,Amore|Cupido|Eros|Ferri|Morte,"Ferri, Roberto"
9288,Ferri|Gaia|Gea,"Ferri, Roberto"
9291,Ferri|Nereide|nereidi,"Ferri, Roberto"
9297,Ferri|Naiadi,"Ferri, Roberto"
9301,Satiri|Vezzoli,"Vezzoli, Francesco"
9304,Afrodite|Venere|Viale.,"Viale, Fabio"
9307,Afrodite|Venere|Viale.,"Viale, Fabio"
9310,Afrodite|Venere|Viale.,"Viale, Fabio"
9320,Argento|Arianna|Labirinto|Moneta|palazzo. Cnosso|Teseo|Vienna,
9323,Artemide|Diana,
9326,Giove|Zeus,Autore sconosciuto
9329,Achille|Centauri|Chirone,"Crespi, Giuseppe Maria"
9332,Artemide|Avorio|Diana|Elhafen|Ninfe,"Elhafen,Ignaz"
9335,Busiride|Eracle|Ercole,Pittore di Busiris
9338,Delfi|Pizia|sacertodessa,"Collier, John"
9345,Ali|Dedalo|Icaro|Larsen|Teseo,"Larsen, Bryan"
9348,Ali|Dedalo|Icaro|Larsen,"Larsen, Bryan"
9351,Larsen|Muse,"Larsen, Bryan"
9354,Atena|Larsen,"Larsen, Bryan"
9357,Larsen|Titani,"Larsen, Bryan"
9362,Dedalo|Larsen. Icaro|Teseo,"Larsen, Bryan"
9365,Apollo|Larsen|Luna|Selene,"Larsen, Bryan"
9368,Crono|Dione|Larsen|saturno,"Larsen, Bryan"
9371,Gea|Larsen|Temi|Urania,"Larsen, Bryan"
9374,Aurora|Eos|Larsen,"Larsen, Bryan"
9377,Ares|Atena|Clio,"Larsen, Bryan"
9380,Apollo|Aurora|Ore|putti,"Reni, Guido"
9383,Aurora|Ore,Guercino
9386,Polite|Priamo|Troia,"Flandrin, Hippolyte"
9389,Arianna|Bacco|Batoni|Dioniso,"Batoni, Pompeo Girolamo"
9392,Vulcano,"Batoni, Pompeo"
9395,Andromeda|Perseo,"Mengs, Anton Raphael"
9398,Anchise|Enea|Troia,"Batoni, Pompeo"
9404,Venere,"Botticelli, Sandro"
9409,Minerva,Autore sconosciuto
9414,Mosaico|Orfeo,Autore sconosciuto
9417,Eros,Autore sconosciuto
9420,Achille|Chirone|Teti|Tritoni,"Batoni, Pompeo"
9424,Cervo|Endimione,"Cima da Conegliano, Giovanni Battista"
9428,Apollo|Mida|Pan|Satiri,"Cima da Conegliano, Giovanni Battista"
9433,Diomede|Odisseo|Palladio,"Landi, Gaspare"
9436,Arti|Cupido|Discordia|Europa|Marte|Venere,"Rubens, Pieter Paul"
9440,Apollo|Marsia,"Bilivert, Giovanni"
9443,Amore|Cupido,"Riminaldi, Orazio"
9447,Apollo,Autore sconosciuto
9450,Centauri,Autore sconosciuto
9453,Centauri|Deianira|Ercole|Lotta,Michelangelo
9456,Michelangelo. dio fluviale|scultura,Michelangelo Buonarroti
9459,Giove|Giunone|Mercurio|Minerva|Paride|stampa|Venere,"Raimondi, Marcantonio"
9462,Amore|Psiche,"Tenerani, Pietro"
9465,Marsia|Satiri,Tiziano
9468,Galatea|Pigmalione,"Marqueste, Laurent Honoré"
9471,Centauri|Ninfe,"Marqueste, Laurent-Honoré"
9476,Artemide|Cardwell|Diana|Marmo,"Cardwell, Holme"
9481,Ebe|Lisch,"Lisch, Juste"
9484,Ebe|Léonard|Statua,"Léonard, Agathon"
9487,Aquila|Ebe,"Marqueste, Laurent Honoré"
9490,Aquila|Ebe,"Carrier-Belleuse, Albert-Ernest"
9493,Galatea|Marqueste,"Marqueste, Laurent-Honoré"
9496,Caccia|Diana,"Böcklin, Arnold"
9499,Fauni|Ninfe|Oreadi,"Bouguereau, William-Adolphe"
9502,Fortuna|Ruota,"Burne-Jones, Edward Coley"
9505,Ninfe,"Corot, Jean-Baptiste-Camille"
9510,Denis|Muse,"Denis, Maurice"
9513,Eracle|Ercole|Maxence|Stinfalo,"Maxence, Edgard"
9516,Afrodite|Amore|Cupido|Eros|Rouseel|Venere,"Roussel, Ker-Xavier"
9519,Apollo|Bourdelle|Bronzo,"Bourdelle, Antoine"
9522,Bronzo|Carriès|Fauni|Satiri,"Carriès, Jean"
9525,Aquila|Bronzo|Carrier-Belleuse|Ebe|Giove|Zeus,"Carrier-Belleuse, Albert-Ernest"
9530,Assenza|Cavelier|Itaca|Odisseo|Penelope|Telemaco,"Cavelier, Jules"
9534,Antigone|Edipo|Edipo a Colono|Hugues,"Hugues, Jean-Baptiste"
9537,Cassandra|Klinger|profetessa|Troia,"Klinger, Max"
9540,Bourdelle|Eracle|Ercole|Musée d'Orsay|Stinfalo,"Bourdelle, Emile-Antoine"
9543,Biegas|gesso|Sfinge,"Biegas, Bolesias"
9546,Argento|Avorio|Enigma|Sfinge|Van der Stappen,Van der Stappen. Charles
9549,Afrodite|Amore|Bronzo|Cupido|Ermes|Eros|Mercurio|specchio|Venere,
9552,Fauni|Marmo|Satiri,Autore sconosciuto
9556,Eracle|Ercole,Autore sconosciuto
9559,Amore|Cupido|Eros,Autore sconosciuto
9562,Alloro|Apollo|Bronzo,Autore sconosciuto
9566,Afrodite|Bronzo|Venere,Autore sconosciuto
9570,Ares|Marte,Autore sconosciuto
9575,Amore|Cupido|Eros,Autore sconosciuto
9578,Caillard|Icaro,"Caillard, Léo"
9582,Caillard|Nettuno|Poseidone,"Caillard, Léo"
9586,Caillard|Ermes|Mercurio,"Caillard, Léo"
9589,Afrodite|Caillard|Venere,"Caillard, Léo"
9592,Caillard|Ermes|Mercurio,"Caillard, Léo"
9595,Afrodite|Caillard|Venere,"Caillard, Léo"
9599,Aci|Galatea|Ninfe|Ottin,"Ottin, Auguste"
9602,Afrodite|Apelle|Tiziano|Venere,Tiziano
9605,Afrodite|Ingres|Venere,"Ingres, Jean Auguste Dominique"
9608,Aarts|Edipo|Enigma|Sfinge,"Aarts, Johannes Josephus"
9612,Apollo|Velazquez,"Velázquez, Diego"
9619,Ares|Marte|Velazquez,"Velázquez, Diego"
9622,Efesto|Madrazo|Vulcano,"Madrazo Y Agudo, Josè de"
9628,Argo|Ermes|Mercurio|Velazquez,"Velázquez, Diego"
9631,Giove|Ingres|Neoclassicismo|Teti|Zeus,"Ingres, Jean-Auguste-Dominique"
9635,Afrodite|Amore|Cupido|Eros|Gheyn|Venere,"Gheyn, Jacob de"
9638,Afrodite|armatura|Bol|Enea|Venere,"Bol, Ferdinand"
9642,Amore|Cupido|Diana|Endimione|Eros|Lairesse|Luna|Selene,"Lairesse, Gerard de"
9645,Atena,"Bol, Ferdinand"
9648,Bloemaert|Cibele|Incisione,"Bloemaert, Cornelis"
9651,giudizio|Paride,"Vrouwelijke Halffiguren,Meester van de"
9654,Artemide|Bacco|Diana|Dioniso,"Van Balen, Hendrick"
9657,Afrodite|Ares|David|Marte|Muse|Venere,"David, Jacques-Louis"
9660,Eracle|Ercole,Autore sconosciuto
9664,Centauri|dureau,"Dureau, George"
9668,Centauri|Fauni|Lotta|Picasso,"Picasso, Pablo"
9671,Centauri|Picasso,"Picasso, Pablo"
9674,Centauro|Moreau|poeta,"Moreau, Gustave"
9677,Centauri|Picasso,"Picasso, Pablo"
9681,Centauri|Picasso,"Picasso, Pablo"
9684,Centauri|Keller,"Keller, Ferdinand"
9687,Amore|Centauri|Cupido|Eros|Witkin,"Witkin, Joel-Peter"
9690,Centauri|Romero,"Romero, Armando"
9693,Centauri|Minotauro|Picasso,"Picasso, Pablo"
9696,Centauri|Lim,"Lim, Kim"
9703,Achille|Fraccaroli|Marmo|scultura|tallone,"Fraccaroli, Innocenzo"
9707,Afrodite|Marchesi|scultura|Venere,"Marchesi, Pompeo"
9710,fiori|Flora|Marmo|Primavera|scultura|Vela,"Vela, Vincenzo"
9714,Crotone|fanciulle|Pagliano|Zeus,"Pagliano, Eleuterio"
9717,Bacco|Dioniso|Tsaruchēs|Vino,"Tsaruchēs,Giannēs"
9720,foglie|Oro|Possollo|Sileni,"Possollo,Barahona"
9723,Ore|Possollo|Tempo,"Possollo,Barahona"
9726,Aurora|Eos|Possollo,"Possollo,Barahona"
9729,Amore|Cupido|Eros|Possollo,"Possollo,Barahona"
9732,Fauni|Possollo|Satiri|Sileni,"Possollo,Barahona"
9735,Amore|Ares|Cupido|Eros|Marte|Possollo,"Possollo,Barahona"
9738,Possollo|Titani,"Possollo,Barahona"
9741,Ade|Plutone|Possollo,"Possollo, Barahona"
9744,Narciso|Possollo,"Possollo,Barahona"
9747,Efesto|Possollo,"Possollo,Barahona"
9750,Ali|Icaro|Possollo,"Possollo,Barahona"
9753,Danae|Possollo,"Possollo,Barahona"
9756,Possollo|Sirene,"Possollo,Barahona"
9759,Possollo|Sirene,"Possollo,Barahona"
9762,Labirinto|Possollo|Teseo,"Possollo,Barahona"
9796,Euridice|Possollo,"Possollo,Barahona"
9799,Possollo|Prometeo,"Possollo, Barahona"
9802,Danaidi|Waterhouse,"Waterhouse, John William"
9805,Aurora|Bouguereau|Eos,"Bouguereau, William-Adolphe"
9808,Atena,"Vien, Joseph-Marie"
9811,Amore|Bouguereau|Cupido|Eros|Psiche,"Bouguereau, William-Adolphe"
9814,Bouguereau|Emera|giorno,"Bouguereau, William-Adolphe"
9817,Amore|Bouguereau|Cupido|Eros|Psiche,"Bouguereau, William-Adolphe"
9821,Amore|Bouguereau|Cupido|Eros,"Bouguereau, William-Adolphe"
9825,Bouguereau|Psiche,"Bouguereau, William-Adolphe"
9828,Baccante|Bouguereau,"Bouguereau, William-Adolphe"
9831,Baccante|Bouguereau,"Bouguereau, William-Adolphe"
9834,Bouguereau|profetessa|sacerdotessa,"Bouguereau, William-Adolphe"
9837,Bouguereau|Persefone,"Bouguereau, William-Adolphe"
9840,Amore|Bouguereau|Cupido|Eros,"Bouguereau, William-Adolphe"
9845,Amore|Bouguereau|Cupido|Eros|Psiche,"Bouguereau, William-Adolphe"
9848,Bouguereau|Ninfe|Satiri,"Bouguereau, William-Adolphe"
9858,Arianna|Bacco|Dalou|Dioniso,"Dalou, Jules"
9862,Berthélemy|Erigone,"Berthélemy, Jean Simon"
9869,Amore|Cupido|Eros|Psiche|Terracotta,Autore sconosciuto
9872,Fauni|Satiri,Autore sconosciuto
9875,Baccante|Carpeaux,"Carpeaux, Jean-Baptiste"
9878,Carpeaux|Grazie,"Carpeaux, Jean-Baptiste"
9881,Psiche,Autore sconosciuto
9884,Baccante|Vigée-Lebrun,"Vigée-Lebrun, Elisabeth Louise"
9887,Matrimonio|Peleo|Teti|Wtewael,"Wtewael, Joachim Anthonisz"
9890,Baccante|Fauni|Fauno|MacMonnies,"Macmonnies, Frederick William"
9893,Bacco|Bouguereau|Dioniso,"Bouguereau, William-Adolphe"
9896,Bouguereau|Ninfe,"Bouguereau, William-Adolphe"
9899,Afrodite|Ninfe|Venere,Autore sconosciuto
9902,Adam|Nettuno|Poseidone|Tritone,"Adam, Lambert-Sigisbert"
9905,Barye|Minotauro|Teseo,"Barye, Antoine-Louis"
9908,Amazzone|Amazzoni|Carrier-Belleuse,"Carrier-Belleuse, Albert Ernest"
9912,Ermes|Howard|Mercurio,"Howard, Sabin"
9915,Afrodite|Howard|Venere,"Howard, Sabin"
9918,Amore|Cupido|Eros|Howard,"Howard, Sabin"
9921,Apollo|Howard,"Howard, Sabin"
9926,Chimera|Clerici|poliestere|scultura,"Clerici, Fabrizio"
9929,Clerici|Labirinto|Minotauro|rovine,"Clerici, Fabrizio"
9932,bosco|Costa|Ninfe,"Costa, Nino"
9935,Cataldi|Galatea,"Cataldi, Amleto"
9938,Afrodite|Amore|Ares|Cupido|Eros|Incisione|Marte|vane Leyden|Venere,"van Leyden,Lucas"
9942,Afrodite|Kirchner|Venere,"Kirchner, Johann Gottlieb"
9945,Houbraken|Ifigenia,"Houbraken, Arnold"
9949,Artemide|Atteone|Diana|Heintz,"Heintz, Joseph (il Vecchio)"
9952,Callisto|Giove|Heintz|Zeus,"Heintz, Joseph (il Vecchio)"
9954,Amore|Cupido|Eros,"Heintz, Joseph (il Vecchio)"
9958,Artemide|Diana|Ninfe,"Benevault des Mares,  Pierre"
9962,Artemide|Diana,"Schweigger,  Georg"
9966,Artemide|Diana,"dal Sole, Giovanni Gioseffo"
9969,Artemide|Diana,"Fy, Jan"
9972,Callisto|Diana. Artemide|Tiziano,Tiziano
9978,Artemide|Atteone|Diana,"Rijckere,  Bernaert"
9982,cammeo|Medusa|Testa,Autore sconosciuto
9985,Medusa|Negroli,"Negroli, Filippo"
9988,Atena,Autore sconosciuto
9991,Medusa,Autore sconosciuto
9994,Atena,Autore sconosciuto
9997,Sirene,Autore sconosciuto
10000,Compagni|Odisseo|Sirene,Autore sconosciuto
10003,chimere|grifoni|Parmenisco|stele|tomba,Autore sconosciuto
10006,Achille|Armi,Duris
10011,Ade|Cerbero|Eracle|Ercole|Oltretomba,Autore sconosciuto
10014,Ade|autunno|Persefone|Plutone|Primavera|Proserpina|Rapimento|Ratto,Autore sconosciuto
10017,Artemide|cipro|Diana|Larnaca,
10020,Afrodite|Amore|Cupido|Eros|Venere,
10025,Afrodite|Venere,
10028,Afrodite|Medici|torso|Venere,
10031,Afrodite|Venere,
10034,Afrodite|Amore|Cupido|Eros|Venere,
10037,Afrodite|Venere,
10040,Adone|Afrodite|Gemma|Venere,
10043,Amore|Cupido|Eros|torso,
10047,Afrodite|Amore|Arianna|Cupido|Eros|Gemma|Venere,Anonimo
10050,Andromeda|Eolo|venti,"Von Aachen, Hans"
10054,Centauri|Deianira|Ercole|Nesso|Spranger,"Spranger, Bartholomäus"
