dcho_id,dcho_keyword,cho_author
135,Edipo|Moreau|Sfinge,"Moreau, Gustave"
139,Eracle|Mantinea|Olio su tela,
142,Anfora|Atena|Cinghiale|Eracle|Erimanto|Euristeo|Figure nere|Iolao,Antimenes Painter
221,Caco|Clava|Eracle|Ercole|Le Moyne,École de Le Moyne François
226,Amore|Bacio|Cupido|Eros|Psiche,"Gérard, François, 1770-1837"
253,Arco|Artemide|Bronzo|Cacciatrice|Diana|Freccia|Houdon,"Houdon, Jean-Antoine"
264,Atena|Eracle|Ercole|Ermes|Minerva|Nettuno|Olimpo|Pittore di Amasis|Poseidone|Presentazione,Amasis Painter
272,Itaca|Massacro|Odisseo|pretendenti|Ritorno|Telemaco,Ixion painter
274,Arianna|Dioniso|Menadi|Pan|Sarcofago|Satiri|Sileni,
279,Afrodite|Alessandro di Antiochia|Marmo|Milo|Prassitele|Venere,
287,Arianna|Creta|Labirinto|Minosse|Minotauro|Teseo,
293,Afrodite|Ares|Artemide|Demetra|Dioscuri|Eros|Gigante|Giganti|Gigantomachia|Kore|Pittore di Suessula,Suessula painter
296,Animali|Cades|Lira|Metamorfosi|Orfeo|Ovidio,"Cades, Giuseppe"
304,Clio|Euterpe|Le Sueur|Manierismo|Muse|Talia,"Le Sueur, Eustache"
308,Danza|Maestro della pittura di Ruvo|Minotauro|Teseo,
317,Ellenismo|Nave|Nike|Samotracia|Vittoria,
337,Clava|Ercole|Esperidi|Fatiche|Glicone di Atene|Lisippo,Glicone di Atene
340,Ariete|Atena|Elmo|Gorgoneion|grifoni|himation|Serpente,
346,Ariete|Bacio|Ciclope|Galatea|Ninfa|Polifemo|Pompei,
351,Achille|Astianatte|Guerra di troia|Neottolemo|Troia|Troilo,
365,Aiace|Cassandra|Guerra di troia|Iliade|Solomon|Troia,"Solomon, J. Solomon"
368,Artemide|Cellini|Diana|Fontana|Ninfe,
370,Bottega Ateniese|Eleusi|Eracle|misteri eleusini,
382,Afrodite|Venere,
386,Andromeda|Manierismo|Perseo|Wtewael,"Wtewael, Joachim"
389,Aquile|Ganimede|Zeus,
392,Afrodite|Cabanel|mare|Venere,"Cabanel, Alexandre"
394,Achille|Bottega Ateniese|Delfi|Ercolano|Oracolo|Pizia|Telefo,
402,Anfitrite|Nereide|Nettuno|Poseidone|Prou|Rocaille,"Prou, Jacques, 1655-1706"
428,Apollo|Febo|Sauroctono,Autore sconosciuto
442,Achille|Connelly|Madre|Teti,"Connelly, Pierce Francis"
450,Artemide|Diana|Erigone|Oreste,
454,Afrodite|Botticelli|Neoplatonismo|Venere,"Botticelli, Sandro"
460,Artemide|Atteone|Cani,
467,Asteas|Cadmo|Dragone|Fonte,Asteas
489,Afrodite|Appiani|Ares|Marte|Neoclassicismo|Venere,"Appiani, Andrea"
493,Atena|Elmo|Eracle|Fatiche di Eracle|Leone di Nemea|Scilla,Sconosciuto.
494,Bellerofonte|Chimera|Pegaso|Pittore di Issione,Ixion painter
499,Eracle|Ercole|Fatiche,
508,cigno|Leda|Thierry|Zeus,"Thierry, Jean"
510,Bambino|Eracle|Ercole|Serpente,
512,Europa|Pompei|Toro|Zeus,
518,Acqua|Bronzo|Danaidi|Danao|Ercolano,Sconosciuto.
521,Accecamento|Aristonothos|Ciclope|Odisseo|Polifemo,Aristonothos
525,Andromeda|Medusa|Mostro marino|Perseo|Pompei|roccia,
526,Apollo|Artemide|Clitennestra|Delfi|Erinni|Oreste|Pittore delle Eumenidi|Purificazione,Eumenides Painter
531,Creta|Labirinto|Minotauro|Pompei|Teseo,
535,Achille|Centauro|Chirone|Educazione|Ercolano|Lira,
538,Alloro|Apollo|Bernini|Dafne|Metamorfosi,"Bernini, Gian Lorenzo"
543,Amore|Canova|Eros|Neoclassicismo|Psiche,"Canova, Antonio"
544,Achille|Armi|Armi di Achille|Efesto|Iliade|Pompei|Teti|Troia,
555,Ade|Bernini|Persefone|Plutone|Proserpina|Rapimento|Ratto|scultura,"Bernini, Gian Lorenzo"
556,Arianna|cammeo|Dioniso|Misteri dionisiaci,
562,Ali|Barocco|Ermes|Mercurio|Pigalle,"Pigalle, Jean-Baptiste"
563,Amorini|Correggio|Danae|Eros|Giove|Pioggia d'oro,Correggio
564,Achille|Agamennone|Artemide|Aulide|Calcante|Diomede|eschilo|Ifigenia|Sacrificio|Ulisse,
568,Argonauti|Corinto|Daga|figlicidio|Giasone|Medea|Pompei|Vendetta,
575,Circe|Dossi,"Dossi, Dosso"
577,Atena|chitone|Elmo|Gorgoneion|himation|Promachos,Sconosciuto.
582,Barocco|Bernini|Gorgoni|Medusa|Metamorfosi|Ovidio,"Bernini, Gian Lorenzo"
587,Amore|Apuleio|Canova|Eros|Metamorfosi|Neoclassicismo|Psiche,"Canova, Antonio"
592,Eos|Kephalos,
595,Amazzoni|Amazzonomachia|Eracle,Sconosciuto.
603,Aglaia|Canova|Cariti|Eufrosine|Grazie|Neoclassicismo|Talia,"Canova, Antonio"
604,Etra|Teseo,Sconosciuto.
608,Arianna|Bacco|Dioniso|Tiziano|trionfo,Tiziano
615,Egeo|Etra|Medea|Minotauro|Teseo,Autore sconosciuto
617,Ninfa|Pan|Siringa|Van Balen,"Van Balen, Hendrick"
622,Canova|Coppa|Coppiera|Ebe|Neoclassicismo,"Canova, Antonio"
624,Creta|Labirinto|Minotauro|Pittore di Kleophrades|Teseo,Kleophrades Painter
627,Maratona|Pittore di Kleophrades|Teseo|Toro,Kleophrades Painter
631,Kleophrades|Megara|Pittore di Kleophrades|Skyron|Teseo,Kleophrades Painter
634,Kerkyon|Pittore di Kleophrades|Prokustes|Teseo,Kleophrades Painter
643,Afrodite|Cupido|Eros|specchio|Velazquez|Venere,"Velázquez, Diego"
644,Eros|Europa|Toro|Zeus,
648,Calliroe|Ninfe|Oceanine|Oro|Sardonica,
651,Amico|Argonauti|Atena|Dioniso|Dioscuri|Eracle|Eros|Giasone|Novios Plautios|Polluce|Satiri|vello d'oro,Novios Plautios
660,Anfitrite|Busto|Denario|nereidi,
664,Afrodite|Ares|Botticelli|Marte|Satiri|Venere,"Botticelli, Sandro"
668,Ermes|Eufronio|Hypnos|Iliade|Patroclo|Sarpedonte|Thànatos|Troia,Euphronios
678,Afrodite|Aquila|Giove|Venere|Zeus,Sconosciuto.
679,Argonauti|Bartolomeo di Giovanni|Colchide|Giasone,"Di Giovanni, Bartolomeo"
684,Atena|Elmo|Ermes|lancia|Mercurio|scudo,"Goltzius, Hendrick"
685,Dioniso|Pantera,
688,Argonauti|Colchide|Detroy|Giasone|Giuramento|Medea,"Troy, Jean-François de"
691,Arianna|Ercolano|Nasso|Nave|Teseo,
695,Amigoni|Callisto|Giove|Zeus,"Amigoni, Jacopo"
699,Amazzoni|Amazzonomachia|Greci,
706,Afrodite|cigno|Eroti|Figure rosse|pelike|Venere,Sconosciuto.
719,Era|Eros|Giove|Giunone|Inganno|Io|Lastman|Zeus,"Lastman, Pieter"
727,Atene|Centauri|Centauromachia|Fidia|Lapiti|Metope|Partenone|Piritoo,Fidia
738,Amazzoni|Amazzonomachia|Atena|Atene|Fidia|Gorgone|Greci|Partenone|scudo,Autore sconosciuto
744,Andromeda|Perseo|Sacrificio,
745,Didone|Enea|Eneide|Giunone|Maratta|Paesaggio|putti|Venere,"Dughet, Gaspard; Maratta, Carlo"
748,Apollo|Moneta|Moneta d'oro|Oro,Artista greco sconosciuto.
750,Andromeda|Doré|Mostro marino|roccia|Sacrificio,"Doré, Gustave"
755,Argonauti|Donzello|Giasone,"Donzello, Pietro"
757,cammeo|Cinghiale|Cinghiale d'Erimanto|Eracle|Fatiche,
759,Delacroix|figlicidio|Medea|Neoclassicismo,"Delacroix, Eugène"
762,Elena|Maestro del Giudizio di Paride|Paride|Rapimento,
767,Centauro|Clava|Deianira|Eracle|Fatiche|Nesso|pelle di leone,Oreithyia Painter
772,Apollo|disegno|Lira|Raffaello,Raffaello
775,Baccante|Neoclassicismo|Pradier|Romanticismo|Satiro|scultura,"Pradier, James"
819,Aquila|Ganimede|Giove|Mazza|Ratto|Zeus,"Mazza, Damiano"
821,Cupido|Eros|Galatea|Metamorfosi|Neoclassicismo|Ovidio|Pecheux|Pigmalione|Statua,"Pecheux, Laurent"
830,Boucher|cigno|Cupido|Eros|Giove|Leda|Zeus,"Leveille, J. Augustin,"
835,Afrodite|Bronzino|Cupido|Eros|Inganno|Mela d'oro|Tempo|Venere,"Bronzino, Agnolo"
837,Afrodite|Galatea|Lagrenée|Pigmalione|Statua|Venere,"Lagrenée, Louis Jean François"
842,Antiope|Eros|Giove|Monnet|Satiro|Zeus,"Vidal, Gérard"
874,Assenza|Itaca|Penelope|Pinturicchio|Telemaco,Pinturicchio
884,Era|Eracle|Ercole|Giove|Giunone|Tintoretto|Via Lattea|Zeus,Tintoretto
891,Amorini|cammeo|Ermafrodito|putti,Autore sconosciuto
895,Andromeda|Perseo|Sacrificio|Sacrificio di Andromeda,"Reni, Guido"
898,Falconet|Porcellana|Psiche,"Falconet, Etienne Maurice"
903,Arianna|Bacco|Dioniso|Nasso|Ricci,"Ricci, Sebastiano"
905,dormiente|Ermafrodito,Autore sconosciuto
908,Argonauti|Colchide|Detroy|Drago|drago di Colchide|Giasone|Medea|vello d'oro,"Detroy, Jean-François"
910,Afrodite|Agata|cammeo|Sardonica|Testa|Venere,Autore sconosciuto
918,Artemide|Diana|Endimione|Selene|Subleyras,"Subleyras, Pierre"
919,Bronzo|Centauro|Cupido|Righetti,"Righetti, Francesco"
922,aiuto|Circe|Ermes|Gandolfi|Odisseo,"Gandolfi, Gaetano"
926,Artemide|Atteone|Bagno|Diana|Ninfe|Tiziano,"Tiziano, Vecellio"
930,Animali|Circe|Compagni|Mazzola|Odisseo,"Mazzola, Francesco detto Parmigianino"
932,Artamide|Bagno|Callisto|Diana|Ninfe|Tiziano,"Tiziano, Vecellio"
935,Apollo|Dafne|Ninfe|Pollaiolo,Piero del Pollaiolo
938,Atena|Marte,"Rubens, Pieter Paul"
943,Afrodite|Correggio|Cupido|Ermes|Eros|Mercurio|Venere,Correggio
945,Achille|Aiace|Castore|Dadi|Exekias|Leda|Polluce,Exekias
953,Europa|Giove|Ratto di Europa|Reni|Toro|Zeus,"Reni, Guido"
959,Anfitrite|Atena|Minerva|Onesimos|Teseo,Onésimos
960,Apollo|Hydria|Lira,Pittore di Berlino
994,Cadmo|Drago|Tebe,Python
997,Argento|Bacco|Dioniso|Ninfe|Pan,Autore sconosciuto
999,Apollo|Artemide|Diana|Figli di Niobe|Niobe|Niobidi|Pittore dei Niobidi|Tebe,peintre des Niobides
1004,Achille|Lamento funebre|nereidi|Ninfe|Pittore di Damon,Damon Painter
1006,Bacco|Bambino|Bronzo|Dioniso,NULL
1014,Atena|Eracle|Iolao|Leone di Nemea|Minotauri,
1019,Antimenes|Atena|Eracle|Hermes|leone|Nemea,Antimenes Painter
1023,Eracle|Ercole|Eurizione|Fatiche di Eracle|Fatiche di Ercole|Gerione|Gigante,Exekias
1025,Amazzoni|Eracle|Ippolita,Autore sconosciuto
1032,Centauri|Eracle|Pittore del Louvre,Painter of Louvre F6
1034,Achille|Centauri|Chirone|Pamphaios,Pamphaios
1037,Eracle|Fatiche|Nereo|Pittore di Berlino,Berlin Painter
1040,Castore|Dioscuri|Eracle|Pittore Io|Polluce,Io Painter
1044,Alcioneo|Atena|Eracle|Giganti|Gruppo di Leagro,Gruppo di Leagros
1052,Acheloo|Atena|Deianira|Eracle|Ermes|Fatiche|Gruppo di Leagro|Iolao|Minotauro|Oineo|Teseo,Gruppo di Leagros
1054,Baccanti|Menadi|Pamphaios|Satiri,Pamphaios
1058,Afrodite|Atena|Era|Giudizio di Paride|Hermes|Paride,Chiusi Painter
1065,Creta|Cureti|Monte Ida|Zeus,Autore sconosciuto
1072,Aquile|cammeo|Ganimede|Zeus,
1077,Europa|Pittore di Phiale|Toro|Zeus,Phiale Painter
1078,Amazzoni|Amazzonomachia|Antiope|Misone|Piritoo|Teseo,Misone
1081,Europa|Hermes|Poseidone|Toro|Zeus,Autore sconosciuto
1084,Atena|Erittonio|Gaia|Pittore di Onianthe|Zeus,Oinanthe Painter
1089,Atena,Tyszkiewicz Painter
1093,Apollo|Artemide|Diana|disco|Giavellotto|Latona|Leto|Palestra|Phintias|Tizio,Phintias
1095,apoteosi|Atena|Eracle|Poseidone|Zeus,Autore sconosciuto
1099,Atena|Eracle|Fatiche|Gerione,Autore sconosciuto
1102,Eracle|Nike|Olimpo|Pittore del Louvre|Zeus,Painter of Louvre G 231
1108,Ares|Atena|Enkelados|Giganti|Gigantomachia|Gruppo di Londra|Zeus,Group of London B145
1111,Atena,Autore sconosciuto
1120,Aquile|Cerbero|Eracle|Ercole|Euristeo|Fatiche di Eracle|Pittore delle aquile,
1124,Apollo|Asteas|Marsia|Satiri,Astéas
1133,Armi|Egeo|Etra|Teseo,Autore sconosciuto
1134,Anteo|Eracle|Ercole|Euphronios|Gigante|Lotta,Euphronios
1140,Arianna|Nasso|Teseo,Autore sconosciuto
1143,Centauri|Teseo,Autore sconosciuto
1146,Amazzoni|Amazzonomachia|Greci|Mausoleo di Alicarnasso|Pytheos|Teseo,Pytheos
1152,Arianna|Danza|danza della gru|Teseo,Autore sconosciuto
1157,Attica|Egeo|Etra|Pittore di Onianthe|riconoscimento|Teseo,Oinanthe Painter
1161,Andromaca|Astianatte|Attica|Ecuba|Gruppo E|Iliade|Neottolemo|Priamo|Troia,Group E
1166,Atena,pittore C
1167,Achille|Briseide|Guerra di troia|Iliade|Patroclo,Autore sconosciuto
1170,Achille|Iliade|Polissena|Troia|Troilo,Autore sconosciuto
1173,Achille|Antiloco|Guerra di troia|Iliade|Memnone|Pittore Daybreak|Troia,The Daybreak Painter
1176,Achille|Centauro|Chirone|fiume Stige|Peleo|Teti,Autore sconosciuto
1182,Achille|Amazzoni|Gruppo di Leagro|Guerra di troia|Iliade|Pentesilea|Troia,Gruppo di Leagros
1185,Achille|Armi|Guerra di troia|Nereide|Pittore di Londra|Teti|Troia,Painter of London B76
1188,Achille|Gruppo di Leagro|Guerra di troia|Iliade|Polissena|Troia|Troilo,Leagros Group
1192,Achille|Amazzoni|Guerra di troia|Iliade|Pentesilea|Polygnotos|Troia,Polygnotos
1199,Borea|Orizia,Autore sconosciuto
1201,Achille|Centauri|Chirone|Educazione|Gruppo di Bisenzio,Micali Painter
1204,Achille|Cavallo|Centauri|Chirone|Educazione|Peleo|Pittore di Londra,Painter of London B 620
1207,Achille|Aiace|Guerra di troia|Iliade|Teti|Troia,Autore sconosciuto
1211,Achille|Agamennone|Aiace|Armi|Gruppo di Leagro|Guerra di troia|Iliade|Odisseo|Troia,Leagros Group
1214,Achille|Amazzoni|Amazzonomachia|Gruppo di Leagro|Pentesilea,Gruppo di Leagros
1217,cigno|Giove|Leda|Mola|Zeus,"Mola, Pier Francesco"
1219,Achille|Aiace|Androkides|Lysippides,Androkides e Lysippides
1224,Anchise|Creusa|Enea|Eneide|fuga|Guerra di troia|Troia,Autore sconosciuto
1229,Dioniso|Exechias|Oinopion,Exéchias
1234,Arianna|Bacco|Dioniso|Reni,"Reni, Guido"
1236,Achille|Automedonte|Ettore|Guerra di troia|Iliade|Ira|Patroclo|Troia,Autore sconosciuto
1242,Cupido|Eros,Autore sconosciuto
1246,Bacco|Dioniso|Satiri,Dot-Ivy Group
1249,Atena|Cerbero|Eracle|Ercole|Ermes|Fatiche di Eracle|Fatiche di Ercole|Pittore di Edimburgo,Edinburgh Painter
1252,Apollo|Atena|Cetra|Dioniso|Ermes,Autore sconosciuto
1256,Nike|Pittore di Berlino|Vittoria,Berlin Painter (school of)
1259,Ermes|Mercurio|Pittore di Mykonos,Mykonos Painter
1262,Bacco|Dioniso|Menadi|Pan|Pittore di Tarporley,Pittore di Tarporley
1265,Lira|Orfeo|Séon,"Séon, Alexandre"
1266,Bacco|Dioniso|Menadi|Pittore di Biscoe|Satiro,Biscoe Painter
1271,Ermes|Mercurio|Pittore di Oionokles,Oionokles Painter
1277,Atena,autore conosciuto
1315,Argento|Bacco|Dioniso|Edera|Testa,
1443,Afrodite|Atena|Era|Ermes|Giudizio di Paride|Giunone|Mercurio|Minerva|Paride|Peitho|Venere,C Painter
1448,Elena|Guerra di troia|Menelao|Pamphaios,Pamphaios
1454,Ermes|Mercurio|Pittore di Siracusa,Syracuse Painter
1458,Bacco|Dioniso|Pittore di Borea|Pittore di Firenze|Satiri,Boreas Painter - Florence Painter
1461,Centauri|Chirone|Python|Satiri,Python II
1465,Donna alata|Europa|Nike|Pittore di Monaco|Toro,Group of Copenhagen 114
1468,Pittore di Telos|Satiri|triclinio,Telos Painter
1471,Eracle|Ercole|Fatiche di Ercole|Gerione|Gigante|Pittore di Kassel,Painter of Kassel T 750
1478,Cupido|Eros,Rhomboid Group
1481,Dioniso|Python|Satiri,Python II
1485,Dioniso|Satiri,Painter of Kassel T 750
1488,Atena|Eracle|Ercole|Minerva,Deepdene Painter
1491,Dioniso|Menadi,Deepdene Painter
1530,Eracle|Fatiche|Nereo|Tritone,Chiusi Painter
1564,Gruppo E|Minotauro|Teseo,Gruppo E
1584,Apollo|Bronzo|Febo,Autore sconosciuto
1588,Dioniso|Menade,Autore sconosciuto
1597,Androkides|Eracle|Fatiche|leone|Leone di Nemea|Lysippides,"Andokides Painter, Lysippides Painter"
1602,Achille|Guerra di troia|Iliade|Memnone|Troia,Autore sconosciuto
1606,Achille|Amazzoni|Exechias|Guerra di troia|Iliade|Pentesilea|Troia,Exéchias
1608,Marmo pentelico|Sfinge,Autore sconosciuto
1612,Aiace|Altare|Cassandra|Guerra di troia|Iliade|Troia,Autore sconosciuto
1616,Altare|Cassandra|Deifobo|Guerra di troia|Iliade|Paride|Troia|Zeus,Autore sconosciuto
1621,Achille|Ecuba|Ettore|Hydria|Iliade|Iris|Patroclo|Priamo|Troia,Il Gruppo di Antiope
1623,Aiace|Altare|Apollo|Cassandra|Guerra di troia|Iliade|Troia,Dwarf Painter
1629,Altare|Atena|Cassandra|Guerra di troia|Iliade|Neottolemo|Troia,Anonimo
1636,Artemide|Atteone|Cacciatore|Cratere|Diana,Pittore Pan
1637,Aiace|Altare|Atena|Cassandra|Guerra di troia|Iliade|Troia,Anonimo
1640,Dioniso|Satiri,
1646,Aiace|Altare|Atena|Cassandra|Guerra di troia|Iliade|Troia,Il Gruppo di Danaide
1654,Aiace|Anchise|Ascanio|Atena|Cassandra|Ecuba|Guerra di troia|Iliade|Odisseo|Pittore di Iliupersis|Polissena|Presa di Troia|Troia,‎Il Pittore Iliupersis‎
1661,Achille|Ecuba|Ettore|Guerra di troia|Iliade|Priamo|Troia,Anonimo
1663,Afrodite|Amore|Balia|Cerere|Demetra|Eros|Kore|Lira|Persefone|Proserpina|Venere,Anonimo
1667,Atena,Autore sconosciuto
1671,Aiace|Atena|Ettore,Smikros
1678,Ettore|Guerra di troia|Iliade|Kebriones|Partenza|Pittore di Londra|Troia|Troilo,Anonimo
1679,Giove|Marmo|Testa|Zeus,Anonimo
1686,Afrodite|Marmo|Marmo pario|Testa|Venere,Anonimo
1693,Biga|Cavalli|Nike|Orecchino|Oro|Vittoria,Anonimo
1698,Ali|Amore|Eracle|Ercole|Eros|leone|Leontè|Terracotta,Il laboratorio di Diphilos‎
1705,Afrodite|Cupido|Eros|Venere,CA Painter (attribuito a)
1706,Bronzo|Elena|Ermes|Leda|Mercurio|specchio|Tindaro|Uovo,Anonimo
1714,Eracle|Ercole|leone|Leontè,Anonimo
1725,Eracle|Ercole|Fatiche di Eracle|Fatiche di Ercole|Leone di Nemea,Gruppo di Monaco di Baviera 1501 (attribuito al)‎
1728,Eracle|Ercole|Figure nere|Kylix|leone|Leone di Nemea,The Segment Class
1731,Eracle|Ercole|Fatiche di Eracle|Fatiche di Ercole|Pittore di Monaco|Toro di Creta,‎Vicino al Gruppo di Monaco 1501 e il Pittore del Monaco Atalante‎
1735,Atena|Eracle|Ercole|Ermes|Mercurio|Minerva,‎Vicino al Gruppo di Monaco 1501 e il Pittore del Monaco Atalante‎
1740,Bronzetto|Bronzo|Era|Giove|Giunone|Periodo Geometrico|Zeus,Anonimo
1744,Atena,Autore sconosciuto
1747,Carro|Cerere|Demetra|Persefone|Pittore di Hector|Proserpina|Trittolemo,Hector Painter (attribuito a)
1750,Arco|Artemide|Cacciatrice|Diana|Freccia|Iscrizione,Anonimo
1756,Bacco|Dioniso|Menadi|Satiri,Anonimo
1760,Apollo|Bronzetto|Bronzo,Anonimo
1764,Bacco|Dioniso|Menadi|Satiri,Anonimo
1769,Banchetto|Cupido|Eros|triclinio,Il Pittore Iliupersis (attribuito a)
1776,Ali|Amore|Cupido|Eros|Marmo|Prassitele,Anonimo
1779,Gorgone|Gorgoneion|Medusa,Gruppo di Leafless (attribuito a)
1784,Menadi|Satiri,Anonimo
1790,Atena,Il pittore Euphiletos‎
1792,nereidi|Ninfe|Pittore di Providence,Providence Painter (Kurtz)
1797,Apollo|Delfi|Oracolo di Delfi|Pittore di Shuvalov,Shuvalov Painter (attribuito)
1802,Anfora|Eracle|Ercole|Fugure nere|Geras|Leontè,The Lotus Bud Group
1804,Cupido|Eros|Pittore di Meleagro|Simposio,
1810,Afrodite|Elena|Enea|Eneide|fuga|Guerra di troia|Incendio|Sablet|Venere,"Sablet, Jacques"
1813,Bacco|Dioniso|Kantharos|Kylix|Ninfe|Satiri|Vino,Il pittore Poisedone
1816,Brenet|Etra|Teseo,"Brenet, Nicolas-Guy"
1822,Erme|Ermes|Mercurio|Palaistra,Anonimo
1824,Atena,"Sablet, Jacques"
1828,Cupido|Eros|Psiche|Saint-Ours,"Saint-Ours, Jean Pierre"
1835,Cariti|Grazie|Vanloo,"Vanloo, Charles-André"
1839,Teseo|Toro|Toro di Maratona,"Vanloo, Charles-André"
1842,Altare|Anfora|Figure rosse|Nike|Vittoria,
1844,Afrodite|Venere|Vien,"Vien, Joseph Marie"
1847,Didone|Enea|Eneide|Restout,"Restout, Jean Bernard"
1852,Alloro|Apollo|Argento|Falera|Lira|Oro,Anonimo
1855,Lethière|Virginia,"Lethière, Guillaume-Guillon"
1861,Boucher|Cinghiale Calidonio|Meleagro|Morte,"Boucher, François"
1863,Amuleto|Arpocrate|Cerere|Demetra|Egitto|Oro|Persefone|Proserpina,Anonimo
1873,Apulia|Bacco|Ceramica Apula|Dioniso|Figure rosse|Menadi|Satiri|Situla,Il Pittore di Varrese
1877,Apulia|Bacco|Ceramica Apula|Dioniso|Figure rosse|Menadi|Situla,Il Pittore di Varrese
1881,Eracle|Ercole|Leontè|Marmo,Anonimo
1885,Caccia|Cartagine|Didone|Enea|Restout,"Restout, Jean Bernard"
1888,Enea|Eneide|Latino|Lavinia|Regnault,"Regnault, Jean-Baptiste"
1891,Acrone|Ingres|Romolo,"Ingres, Jean Auguste Dominique"
1894,David|Ratto delle Sabine|Roma|Romani|Sabine,"David, Jacques-Louis"
1904,Marsia|Satiri,Anonimo
2031,Adone|Afrodite|Tiziano|Venere,Tiziano
2032,Bronzo|Centauri|Centauro,Anonimo
2037,Artemide|Atteone|Diana|Tiziano,Tiziano
2040,Cerere|Corna|Dea|Demetra|Io|Iside|Marmo,Anonimo
2045,Afrodite|Atena|Giove|Venere|Zeus,"Von Aachen, Hans"
2047,Bronzo|Giove|Zeus,Anonimo
2054,Alicarnasso|Ares|Elmo|Leocare|Marmo|Marte|Testa|Timoteo,Anonimo
2057,Afrodite|Api|Cranach|Cupido|Eros|Venere,"Cranach, Lucas il Vecchio"
2061,Cranach|Età dell'argento|Età dell'uomo,"Cranach, Lucas il Vecchio"
2062,Corinto|Cratere|Eracle|Ercole|Esione|Figure nere|Mostro marino|Poseidon|Poseidone,Anonimo
2069,Ciclope|Odisseo|Polifemo,Anonimo
2071,Afrodite|Crono|Tiepolo|Venere,"Tiepolo, Giambattista"
2082,Cavallo di Troia|Guerra di troia|Tiepolo|Troia,"Tiepolo, Giambattista"
2086,Bacco|Dioniso|Ellenismo|Marmo|Menadi,Anonimo
2088,Cavallo di Troia|Guerra di troia|Tiepolo|Troia,"Tiepolo, Giovanni Battista"
2105,Asclepio|Bronzo|Esculapio,Anonimo
2110,Aryballos|Centauri|Corinto|Crono|Giove|Pittore di Ajax|Zeus,Pittore di Ajax
2124,Argento|Didracma|Didramma|Giano|Roma,Anonimo
2127,Didracma|Didramma|Giove|Nike|Quadriga|Roma|Vittoria|Zeus,Anonimo
2133,Ade|avventure|Elpenore|Odisseo|Pittore di Lykaon,the Lykaon Painter
2137,Odisseo|Polifemo|Turner,Turner
2141,Ero|Leandro|Turner,Turner
2146,Bronzo|Clava|Eracle|Ercole|Leontè,Anonimo
2149,Bacco|Ceramica Apula|Corona|Cratere|Dioniso|Menadi|Pittore di Patera|Tirso,Pittore di Patera
2151,De Boullogne|Ninfe|Pan|Siringa,"De Boullogne, Louis"
2155,Afrodite|Amorini|Bronzo|Eroti|specchio|Venere,Anonimo
2156,Centauri|De Boullogne|Deianira|Eracle|Ercole|Nesso,"De Boullogne, Louis"
2164,Eracle|Ercole|Hydria|Tritone,Anonimo
2165,Eros|Fragonard|Psiche,"Fragonard, Jean-Honoré"
2169,Carracci|Marsia|Olimpo|Satiri,"Carracci, Annibale"
2171,Anfora|Clava|Eracle|Ercole|Figure nere|Leontè|Toro,"Il pittore di Andokides, il pittore‎ ‎ ‎‎di Lisippide‎"
2177,Carracci|Sileno|Uva,"Carracci, Annibale"
2184,Anfora|Clava|Eracle|Ercole|Figure rosse|Leontè,"Il pittore di Andokides, il pittore‎ ‎ ‎‎di Lisippide‎"
2188,Fineo|Giordano|Gorgone|Medusa|Perseo,"Giordano, Luca"
2191,Apollo|Danza|Kylix|Muse|Pittore di Carlsruhe|Tersicore,‎Il Pittore Carlsruhe
2195,Eliadi|Fetonte|Liss|Zeus,"Liss, Johann"
2199,Amore|cammeo|Cupido|Matrimonio|Onice|Psiche|Trifone,Tryphon
2203,Argo|Ermes|Loth|Mercurio,"Loth, Johann Carl"
2206,Ascanio|Cupido|Didone|Enea|Eneide|Solimena,"Solimena, Francesco"
2210,Satiri|Sileno|Van Dyck,"Van Dyck, Antoon"
2213,Anfora|Atena|Eracle|Ercole|Iolao|Leone di Nemea|Minerva,Il Pittore Antimene
2220,Atena,the Antimenes Painter
2221,Aurora|Cefalo|Eos|Rubens,"Rubens, Pieter Paul"
2229,Ratto|Roma|Romani|Rubens|Sabine,"Rubens, Pieter Paul"
2234,Cartagine|Didone|Eneide|Regina|Turner,Turner
2237,Orfeo|Savery,"Savery, Roelandt"
2240,Afrodite|Atena|Era|Giudizio di Paride|Giunone|Minerva|Paride|Pomo della discordia|Venere|Wtewael,"Wtewael, Joachim"
2247,Narciso|Pynas,"Pynas, Jacob"
2250,Cadmo|Drago|Van Haarlem,"Cornelisz van Haarlem, Cornelis"
2253,Antiope|Giove|Goltzius|Satiri|Zeus,"Goltzius, Hendrick"
2256,Afrodite|Atena|Era|Ermes|Giudizio di Paride|Giunone|Mercurio|Minerva|Paride|Pomo della discordia|Rubens|Venere,"Rubens, Pieter Paul"
2259,Amorini|Cerere|Demetra|Vouet,"Vouet, Simon"
2262,Bacco|Dioniso|Menadi|Poussin|Satiri,"Poussin, Nicolas"
2266,Aurora|Cefalo|Eos|Poussin,"Poussin, Nicolas"
2269,Ninfe|Poussin|Satiri,"Poussin, Nicolas"
2272,Bacco|Dioniso|Ninfe|Poussin|Satiri,"Poussin, Nicolas"
2275,Menadi|Pan|Poussin|Satiri,"Poussin, Nicolas"
2279,Delo|Enea|Gellée,"Gellée, Claude"
2282,Eco|Gellée|Narciso,"Gellée, Claude"
2285,Bacco|Dioniso|Van Uyttenbroeck,"Uyttenbroeck, Moses van"
2288,Elena|Paride|Strozzi,"Strozzi, Zanobi"
